행정구역,조회기준,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
경기도 고양시 덕양구 화정1동(4128162100),2018년08월,"40,122","16,142",2.49,"19,499","20,623",0.95
경기도 고양시 덕양구 화정1동(4128162100),2018년09월,"40,120","16,147",2.48,"19,491","20,629",0.94
경기도 고양시 덕양구 화정1동(4128162100),2018년10월,"40,078","16,159",2.48,"19,453","20,625",0.94
경기도 고양시 덕양구 화정1동(4128162100),2018년11월,"40,014","16,153",2.48,"19,423","20,591",0.94
경기도 고양시 덕양구 화정1동(4128162100),2018년12월,"39,944","16,151",2.47,"19,385","20,559",0.94
경기도 고양시 덕양구 화정1동(4128162100),2019년01월,"39,826","16,134",2.47,"19,361","20,465",0.95
경기도 고양시 덕양구 화정1동(4128162100),2019년02월,"39,708","16,115",2.46,"19,291","20,417",0.94
경기도 고양시 덕양구 화정1동(4128162100),2019년03월,"39,549","16,090",2.46,"19,215","20,334",0.94
경기도 고양시 덕양구 화정1동(4128162100),2019년04월,"39,483","16,088",2.45,"19,192","20,291",0.95
경기도 고양시 덕양구 화정1동(4128162100),2019년05월,"39,491","16,132",2.45,"19,203","20,288",0.95
경기도 고양시 덕양구 화정1동(4128162100),2019년06월,"39,464","16,132",2.45,"19,176","20,288",0.95
경기도 고양시 덕양구 화정1동(4128162100),2019년07월,"39,391","16,112",2.44,"19,140","20,251",0.95
경기도 고양시 덕양구 화정1동(4128162100),2019년08월,"39,128","16,015",2.44,"19,011","20,117",0.95
경기도 고양시 덕양구 화정1동(4128162100),2019년09월,"38,960","15,980",2.44,"18,940","20,020",0.95
경기도 고양시 덕양구 화정1동(4128162100),2019년10월,"38,900","15,987",2.43,"18,911","19,989",0.95
경기도 고양시 덕양구 화정1동(4128162100),2019년11월,"38,823","15,956",2.43,"18,872","19,951",0.95
경기도 고양시 덕양구 화정1동(4128162100),2019년12월,"38,683","15,922",2.43,"18,790","19,893",0.94
경기도 고양시 덕양구 화정2동(4128162200),2017년01월,"35,483","12,678",2.8,"17,331","18,152",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년02월,"35,387","12,678",2.79,"17,279","18,108",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년03월,"35,367","12,672",2.79,"17,259","18,108",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년04월,"35,357","12,682",2.79,"17,246","18,111",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년05월,"35,311","12,674",2.79,"17,237","18,074",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년06월,"35,305","12,712",2.78,"17,233","18,072",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년07월,"35,251","12,733",2.77,"17,199","18,052",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년08월,"35,214","12,742",2.76,"17,154","18,060",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년09월,"35,153","12,736",2.76,"17,109","18,044",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년10월,"35,116","12,735",2.76,"17,087","18,029",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년11월,"35,097","12,725",2.76,"17,078","18,019",0.95
경기도 고양시 덕양구 화정2동(4128162200),2017년12월,"35,107","12,725",2.76,"17,063","18,044",0.95
경기도 고양시 덕양구 화정2동(4128162200),2018년01월,"35,047","12,725",2.75,"17,033","18,014",0.95
경기도 고양시 덕양구 화정2동(4128162200),2018년02월,"34,977","12,730",2.75,"16,997","17,980",0.95
경기도 고양시 덕양구 화정2동(4128162200),2018년03월,"34,901","12,711",2.75,"16,955","17,946",0.94
경기도 고양시 덕양구 화정2동(4128162200),2018년04월,"34,880","12,731",2.74,"16,927","17,953",0.94
경기도 고양시 덕양구 화정2동(4128162200),2018년05월,"34,879","12,735",2.74,"16,920","17,959",0.94
경기도 고양시 덕양구 화정2동(4128162200),2018년06월,"34,821","12,730",2.74,"16,916","17,905",0.94
경기도 고양시 덕양구 화정2동(4128162200),2018년07월,"34,761","12,718",2.73,"16,872","17,889",0.94
경기도 고양시 덕양구 화정2동(4128162200),2018년08월,"34,623","12,716",2.72,"16,792","17,831",0.94
경기도 고양시 덕양구 화정2동(4128162200),2018년09월,"34,599","12,724",2.72,"16,776","17,823",0.94
경기도 고양시 덕양구 화정2동(4128162200),2018년10월,"34,586","12,748",2.71,"16,769","17,817",0.94
경기도 고양시 덕양구 화정2동(4128162200),2018년11월,"34,581","12,772",2.71,"16,757","17,824",0.94
경기도 고양시 덕양구 화정2동(4128162200),2018년12월,"34,451","12,772",2.7,"16,688","17,763",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년01월,"34,384","12,767",2.69,"16,671","17,713",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년02월,"34,340","12,773",2.69,"16,665","17,675",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년03월,"34,237","12,763",2.68,"16,605","17,632",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년04월,"34,195","12,762",2.68,"16,600","17,595",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년05월,"34,232","12,788",2.68,"16,616","17,616",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년06월,"34,231","12,805",2.67,"16,625","17,606",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년07월,"34,137","12,775",2.67,"16,566","17,571",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년08월,"33,996","12,750",2.67,"16,495","17,501",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년09월,"33,925","12,732",2.66,"16,449","17,476",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년10월,"33,902","12,721",2.67,"16,427","17,475",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년11월,"33,907","12,761",2.66,"16,452","17,455",0.94
경기도 고양시 덕양구 화정2동(4128162200),2019년12월,"33,924","12,830",2.64,"16,454","17,470",0.94
경기도 고양시 덕양구 행주동(4128163000),2017년01월,"21,760","10,425",2.09,"11,155","10,605",1.05
경기도 고양시 덕양구 행주동(4128163000),2017년02월,"21,712","10,430",2.08,"11,124","10,588",1.05
경기도 고양시 덕양구 행주동(4128163000),2017년03월,"21,719","10,440",2.08,"11,144","10,575",1.05
경기도 고양시 덕양구 행주동(4128163000),2017년04월,"21,714","10,462",2.08,"11,148","10,566",1.06
경기도 고양시 덕양구 행주동(4128163000),2017년05월,"21,655","10,468",2.07,"11,132","10,523",1.06
경기도 고양시 덕양구 행주동(4128163000),2017년06월,"21,533","10,431",2.06,"11,059","10,474",1.06
경기도 고양시 덕양구 행주동(4128163000),2017년07월,"21,541","10,461",2.06,"11,064","10,477",1.06
경기도 고양시 덕양구 행주동(4128163000),2017년08월,"21,507","10,446",2.06,"11,047","10,460",1.06
경기도 고양시 덕양구 행주동(4128163000),2017년09월,"21,450","10,450",2.05,"11,018","10,432",1.06
경기도 고양시 덕양구 행주동(4128163000),2017년10월,"21,457","10,472",2.05,"11,031","10,426",1.06
경기도 고양시 덕양구 행주동(4128163000),2017년11월,"21,399","10,456",2.05,"11,000","10,399",1.06
경기도 고양시 덕양구 행주동(4128163000),2017년12월,"21,373","10,467",2.04,"10,995","10,378",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년01월,"21,367","10,456",2.04,"11,000","10,367",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년02월,"21,300","10,451",2.04,"10,962","10,338",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년03월,"21,296","10,474",2.03,"10,954","10,342",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년04월,"21,273","10,488",2.03,"10,944","10,329",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년05월,"21,222","10,478",2.03,"10,933","10,289",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년06월,"21,174","10,486",2.02,"10,906","10,268",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년07월,"21,130","10,479",2.02,"10,884","10,246",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년08월,"21,098","10,514",2.01,"10,872","10,226",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년09월,"21,060","10,511",2.0,"10,860","10,200",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년10월,"21,030","10,506",2.0,"10,838","10,192",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년11월,"21,078","10,524",2.0,"10,868","10,210",1.06
경기도 고양시 덕양구 행주동(4128163000),2018년12월,"20,979","10,483",2.0,"10,806","10,173",1.06
경기도 고양시 덕양구 행주동(4128163000),2019년01월,"20,923","10,482",2.0,"10,780","10,143",1.06
경기도 고양시 덕양구 행주동(4128163000),2019년02월,"20,885","10,475",1.99,"10,768","10,117",1.06
경기도 고양시 덕양구 행주동(4128163000),2019년03월,"20,800","10,462",1.99,"10,741","10,059",1.07
경기도 고양시 덕양구 행주동(4128163000),2019년04월,"20,704","10,442",1.98,"10,695","10,009",1.07
경기도 고양시 덕양구 행주동(4128163000),2019년05월,"20,600","10,422",1.98,"10,657","9,943",1.07
경기도 고양시 덕양구 행주동(4128163000),2019년06월,"20,591","10,433",1.97,"10,655","9,936",1.07
경기도 고양시 덕양구 행주동(4128163000),2019년07월,"20,491","10,387",1.97,"10,620","9,871",1.08
경기도 고양시 덕양구 행주동(4128163000),2019년08월,"20,315","10,329",1.97,"10,519","9,796",1.07
경기도 고양시 덕양구 행주동(4128163000),2019년09월,"20,203","10,282",1.96,"10,471","9,732",1.08
경기도 고양시 덕양구 행주동(4128163000),2019년10월,"20,111","10,252",1.96,"10,415","9,696",1.07
경기도 고양시 덕양구 행주동(4128163000),2019년11월,"20,058","10,242",1.96,"10,429","9,629",1.08
경기도 고양시 덕양구 행주동(4128163000),2019년12월,"19,950","10,205",1.95,"10,369","9,581",1.08
경기도 고양시 덕양구 행신1동(4128164000),2017년01월,"24,224","8,930",2.71,"11,867","12,357",0.96
경기도 고양시 덕양구 행신1동(4128164000),2017년02월,"24,161","8,913",2.71,"11,837","12,324",0.96
경기도 고양시 덕양구 행신1동(4128164000),2017년03월,"24,132","8,919",2.71,"11,823","12,309",0.96
경기도 고양시 덕양구 행신1동(4128164000),2017년04월,"24,128","8,919",2.71,"11,800","12,328",0.96
경기도 고양시 덕양구 행신1동(4128164000),2017년05월,"24,095","8,910",2.7,"11,780","12,315",0.96
경기도 고양시 덕양구 행신1동(4128164000),2017년06월,"24,108","8,925",2.7,"11,777","12,331",0.96
경기도 고양시 덕양구 행신1동(4128164000),2017년07월,"24,102","8,928",2.7,"11,784","12,318",0.96
경기도 고양시 덕양구 행신1동(4128164000),2017년08월,"24,072","8,918",2.7,"11,760","12,312",0.96
경기도 고양시 덕양구 행신1동(4128164000),2017년09월,"24,021","8,910",2.7,"11,728","12,293",0.95
경기도 고양시 덕양구 행신1동(4128164000),2017년10월,"23,968","8,899",2.69,"11,686","12,282",0.95
경기도 고양시 덕양구 행신1동(4128164000),2017년11월,"23,937","8,899",2.69,"11,682","12,255",0.95
경기도 고양시 덕양구 행신1동(4128164000),2017년12월,"23,943","8,908",2.69,"11,677","12,266",0.95
경기도 고양시 덕양구 행신1동(4128164000),2018년01월,"23,960","8,935",2.68,"11,672","12,288",0.95
경기도 고양시 덕양구 행신1동(4128164000),2018년02월,"23,909","8,926",2.68,"11,641","12,268",0.95
경기도 고양시 덕양구 행신1동(4128164000),2018년03월,"23,832","8,928",2.67,"11,610","12,222",0.95
경기도 고양시 덕양구 행신1동(4128164000),2018년04월,"23,814","8,942",2.66,"11,598","12,216",0.95
경기도 고양시 덕양구 행신1동(4128164000),2018년05월,"23,750","8,948",2.65,"11,555","12,195",0.95
경기도 고양시 덕양구 행신1동(4128164000),2018년06월,"23,702","8,948",2.65,"11,534","12,168",0.95
경기도 고양시 덕양구 행신1동(4128164000),2018년07월,"23,694","8,965",2.64,"11,524","12,170",0.95
경기도 고양시 덕양구 행신1동(4128164000),2018년08월,"23,645","8,968",2.64,"11,498","12,147",0.95
경기도 고양시 덕양구 행신1동(4128164000),2018년09월,"23,624","8,963",2.64,"11,469","12,155",0.94
경기도 고양시 덕양구 행신1동(4128164000),2018년10월,"23,626","8,980",2.63,"11,469","12,157",0.94
경기도 고양시 덕양구 행신1동(4128164000),2018년11월,"23,598","8,986",2.63,"11,468","12,130",0.95
경기도 고양시 덕양구 행신1동(4128164000),2018년12월,"23,520","8,966",2.62,"11,438","12,082",0.95
경기도 고양시 덕양구 행신1동(4128164000),2019년01월,"23,416","8,933",2.62,"11,378","12,038",0.95
경기도 고양시 덕양구 행신1동(4128164000),2019년02월,"23,346","8,916",2.62,"11,329","12,017",0.94
경기도 고양시 덕양구 행신1동(4128164000),2019년03월,"23,286","8,921",2.61,"11,306","11,980",0.94
경기도 고양시 덕양구 행신1동(4128164000),2019년04월,"23,216","8,907",2.61,"11,276","11,940",0.94
경기도 고양시 덕양구 행신1동(4128164000),2019년05월,"23,188","8,905",2.6,"11,271","11,917",0.95
경기도 고양시 덕양구 행신1동(4128164000),2019년06월,"23,138","8,897",2.6,"11,248","11,890",0.95
경기도 고양시 덕양구 행신1동(4128164000),2019년07월,"22,972","8,845",2.6,"11,160","11,812",0.94
경기도 고양시 덕양구 행신1동(4128164000),2019년08월,"22,815","8,799",2.59,"11,097","11,718",0.95
경기도 고양시 덕양구 행신1동(4128164000),2019년09월,"22,719","8,766",2.59,"11,063","11,656",0.95
경기도 고양시 덕양구 행신1동(4128164000),2019년10월,"22,663","8,763",2.59,"11,033","11,630",0.95
경기도 고양시 덕양구 행신1동(4128164000),2019년11월,"22,640","8,762",2.58,"11,016","11,624",0.95
경기도 고양시 덕양구 행신1동(4128164000),2019년12월,"22,636","8,760",2.58,"11,015","11,621",0.95
경기도 고양시 덕양구 행신2동(4128165000),2017년01월,"35,344","13,390",2.64,"17,465","17,879",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년02월,"35,328","13,428",2.63,"17,476","17,852",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년03월,"35,281","13,436",2.63,"17,465","17,816",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년04월,"35,221","13,428",2.62,"17,422","17,799",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년05월,"35,217","13,450",2.62,"17,417","17,800",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년06월,"35,159","13,476",2.61,"17,418","17,741",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년07월,"35,087","13,489",2.6,"17,378","17,709",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년08월,"35,024","13,503",2.59,"17,327","17,697",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년09월,"34,930","13,502",2.59,"17,260","17,670",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년10월,"34,843","13,496",2.58,"17,242","17,601",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년11월,"34,811","13,505",2.58,"17,223","17,588",0.98
경기도 고양시 덕양구 행신2동(4128165000),2017년12월,"34,740","13,484",2.58,"17,200","17,540",0.98
경기도 고양시 덕양구 행신2동(4128165000),2018년01월,"34,681","13,472",2.57,"17,144","17,537",0.98
경기도 고양시 덕양구 행신2동(4128165000),2018년02월,"34,565","13,442",2.57,"17,083","17,482",0.98
경기도 고양시 덕양구 행신2동(4128165000),2018년03월,"34,442","13,416",2.57,"17,030","17,412",0.98
경기도 고양시 덕양구 행신2동(4128165000),2018년04월,"34,400","13,413",2.56,"16,998","17,402",0.98
경기도 고양시 덕양구 행신2동(4128165000),2018년05월,"34,338","13,417",2.56,"16,943","17,395",0.97
경기도 고양시 덕양구 행신2동(4128165000),2018년06월,"34,302","13,431",2.55,"16,930","17,372",0.97
경기도 고양시 덕양구 행신2동(4128165000),2018년07월,"34,255","13,432",2.55,"16,909","17,346",0.97
경기도 고양시 덕양구 행신2동(4128165000),2018년08월,"34,139","13,417",2.54,"16,849","17,290",0.97
경기도 고양시 덕양구 행신2동(4128165000),2018년09월,"34,123","13,431",2.54,"16,832","17,291",0.97
경기도 고양시 덕양구 행신2동(4128165000),2018년10월,"34,055","13,439",2.53,"16,794","17,261",0.97
경기도 고양시 덕양구 행신2동(4128165000),2018년11월,"33,964","13,416",2.53,"16,758","17,206",0.97
경기도 고양시 덕양구 행신2동(4128165000),2018년12월,"33,976","13,422",2.53,"16,759","17,217",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년01월,"33,905","13,414",2.53,"16,729","17,176",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년02월,"33,817","13,381",2.53,"16,693","17,124",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년03월,"33,753","13,329",2.53,"16,647","17,106",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년04월,"33,701","13,331",2.53,"16,624","17,077",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년05월,"33,691","13,336",2.53,"16,622","17,069",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년06월,"33,687","13,335",2.53,"16,627","17,060",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년07월,"33,551","13,307",2.52,"16,559","16,992",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년08월,"33,333","13,246",2.52,"16,445","16,888",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년09월,"33,162","13,188",2.51,"16,347","16,815",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년10월,"33,128","13,169",2.52,"16,324","16,804",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년11월,"33,133","13,170",2.52,"16,331","16,802",0.97
경기도 고양시 덕양구 행신2동(4128165000),2019년12월,"33,058","13,145",2.51,"16,292","16,766",0.97
경기도 고양시 덕양구 행신3동(4128165500),2017년01월,"50,045","19,015",2.63,"24,384","25,661",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년02월,"49,925","19,016",2.63,"24,328","25,597",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년03월,"49,875","19,011",2.62,"24,291","25,584",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년04월,"49,902","19,039",2.62,"24,311","25,591",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년05월,"49,903","19,066",2.62,"24,311","25,592",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년06월,"49,802","19,058",2.61,"24,252","25,550",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년07월,"49,756","19,058",2.61,"24,202","25,554",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년08월,"49,759","19,082",2.61,"24,205","25,554",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년09월,"49,594","19,061",2.6,"24,129","25,465",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년10월,"49,447","19,052",2.6,"24,049","25,398",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년11월,"49,363","19,052",2.59,"24,017","25,346",0.95
경기도 고양시 덕양구 행신3동(4128165500),2017년12월,"49,272","19,054",2.59,"23,990","25,282",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년01월,"49,150","19,052",2.58,"23,933","25,217",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년02월,"49,052","19,050",2.57,"23,885","25,167",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년03월,"48,954","19,053",2.57,"23,831","25,123",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년04월,"48,847","19,053",2.56,"23,770","25,077",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년05월,"48,808","19,045",2.56,"23,734","25,074",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년06월,"48,726","19,040",2.56,"23,694","25,032",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년07월,"48,635","19,040",2.55,"23,652","24,983",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년08월,"48,534","19,058",2.55,"23,604","24,930",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년09월,"48,463","19,075",2.54,"23,579","24,884",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년10월,"48,281","19,067",2.53,"23,497","24,784",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년11월,"48,252","19,075",2.53,"23,476","24,776",0.95
경기도 고양시 덕양구 행신3동(4128165500),2018년12월,"48,233","19,100",2.53,"23,487","24,746",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년01월,"48,119","19,070",2.52,"23,431","24,688",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년02월,"48,028","19,077",2.52,"23,393","24,635",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년03월,"48,104","19,192",2.51,"23,394","24,710",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년04월,"48,089","19,227",2.5,"23,368","24,721",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년05월,"48,009","19,230",2.5,"23,336","24,673",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년06월,"47,974","19,235",2.49,"23,326","24,648",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년07월,"47,877","19,240",2.49,"23,295","24,582",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년08월,"47,590","19,126",2.49,"23,148","24,442",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년09월,"47,427","19,080",2.49,"23,048","24,379",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년10월,"47,336","19,079",2.48,"23,009","24,327",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년11월,"47,288","19,072",2.48,"22,986","24,302",0.95
경기도 고양시 덕양구 행신3동(4128165500),2019년12월,"47,193","19,046",2.48,"22,945","24,248",0.95
경기도 고양시 덕양구 화전동(4128166000),2017년01월,"5,932","2,903",2.04,"3,198","2,734",1.17
경기도 고양시 덕양구 화전동(4128166000),2017년02월,"5,929","2,902",2.04,"3,192","2,737",1.17
경기도 고양시 덕양구 화전동(4128166000),2017년03월,"5,911","2,900",2.04,"3,183","2,728",1.17
경기도 고양시 덕양구 화전동(4128166000),2017년04월,"5,877","2,887",2.04,"3,159","2,718",1.16
경기도 고양시 덕양구 화전동(4128166000),2017년05월,"5,869","2,892",2.03,"3,154","2,715",1.16
경기도 고양시 덕양구 화전동(4128166000),2017년06월,"5,864","2,899",2.02,"3,163","2,701",1.17
경기도 고양시 덕양구 화전동(4128166000),2017년07월,"5,862","2,905",2.02,"3,162","2,700",1.17
경기도 고양시 덕양구 화전동(4128166000),2017년08월,"5,843","2,901",2.01,"3,158","2,685",1.18
경기도 고양시 덕양구 화전동(4128166000),2017년09월,"5,827","2,906",2.01,"3,149","2,678",1.18
경기도 고양시 덕양구 화전동(4128166000),2017년10월,"5,865","2,916",2.01,"3,175","2,690",1.18
경기도 고양시 덕양구 화전동(4128166000),2017년11월,"5,876","2,926",2.01,"3,185","2,691",1.18
경기도 고양시 덕양구 화전동(4128166000),2017년12월,"5,861","2,938",1.99,"3,175","2,686",1.18
경기도 고양시 덕양구 화전동(4128166000),2018년01월,"5,817","2,922",1.99,"3,160","2,657",1.19
경기도 고양시 덕양구 화전동(4128166000),2018년02월,"5,820","2,924",1.99,"3,168","2,652",1.19
경기도 고양시 덕양구 화전동(4128166000),2018년03월,"5,871","2,944",1.99,"3,195","2,676",1.19
경기도 고양시 덕양구 화전동(4128166000),2018년04월,"5,844","2,941",1.99,"3,174","2,670",1.19
경기도 고양시 덕양구 화전동(4128166000),2018년05월,"5,851","2,936",1.99,"3,180","2,671",1.19
경기도 고양시 덕양구 화전동(4128166000),2018년06월,"5,851","2,934",1.99,"3,182","2,669",1.19
경기도 고양시 덕양구 화전동(4128166000),2018년07월,"5,848","2,946",1.99,"3,183","2,665",1.19
경기도 고양시 덕양구 화전동(4128166000),2018년08월,"5,835","2,944",1.98,"3,174","2,661",1.19
경기도 고양시 덕양구 화전동(4128166000),2018년09월,"5,817","2,940",1.98,"3,157","2,660",1.19
경기도 고양시 덕양구 화전동(4128166000),2018년10월,"5,821","2,941",1.98,"3,157","2,664",1.19
경기도 고양시 덕양구 화전동(4128166000),2018년11월,"5,827","2,956",1.97,"3,160","2,667",1.18
경기도 고양시 덕양구 화전동(4128166000),2018년12월,"5,798","2,949",1.97,"3,147","2,651",1.19
경기도 고양시 덕양구 화전동(4128166000),2019년01월,"5,840","2,961",1.97,"3,171","2,669",1.19
경기도 고양시 덕양구 화전동(4128166000),2019년02월,"6,057","3,039",1.99,"3,276","2,781",1.18
경기도 고양시 덕양구 화전동(4128166000),2019년03월,"6,796","3,294",2.06,"3,635","3,161",1.15
경기도 고양시 덕양구 화전동(4128166000),2019년04월,"7,434","3,567",2.08,"3,962","3,472",1.14
경기도 고양시 덕양구 화전동(4128166000),2019년05월,"7,932","3,786",2.1,"4,195","3,737",1.12
경기도 고양시 덕양구 화전동(4128166000),2019년06월,"8,160","3,869",2.11,"4,312","3,848",1.12
경기도 고양시 덕양구 화전동(4128166000),2019년07월,"10,872","4,845",2.24,"5,647","5,225",1.08
경기도 고양시 덕양구 화전동(4128166000),2019년08월,"15,390","6,566",2.34,"7,832","7,558",1.04
경기도 고양시 덕양구 화전동(4128166000),2019년09월,"17,315","7,329",2.36,"8,746","8,569",1.02
경기도 고양시 덕양구 화전동(4128166000),2019년10월,"18,391","7,701",2.39,"9,271","9,120",1.02
경기도 고양시 덕양구 화전동(4128166000),2019년11월,"18,768","7,811",2.4,"9,432","9,336",1.01
경기도 고양시 덕양구 화전동(4128166000),2019년12월,"19,382","8,164",2.37,"9,733","9,649",1.01
경기도 고양시 덕양구 대덕동(4128167000),2017년01월,"3,401","1,666",2.04,"1,862","1,539",1.21
경기도 고양시 덕양구 대덕동(4128167000),2017년02월,"3,295","1,630",2.02,"1,808","1,487",1.22
경기도 고양시 덕양구 대덕동(4128167000),2017년03월,"3,220","1,598",2.02,"1,763","1,457",1.21
경기도 고양시 덕양구 대덕동(4128167000),2017년04월,"3,187","1,572",2.03,"1,738","1,449",1.2
경기도 고양시 덕양구 대덕동(4128167000),2017년05월,"3,153","1,559",2.02,"1,723","1,430",1.2
경기도 고양시 덕양구 대덕동(4128167000),2017년06월,"3,120","1,542",2.02,"1,711","1,409",1.21
경기도 고양시 덕양구 대덕동(4128167000),2017년07월,"2,841","1,444",1.97,"1,569","1,272",1.23
경기도 고양시 덕양구 대덕동(4128167000),2017년08월,"2,572","1,364",1.89,"1,428","1,144",1.25
경기도 고양시 덕양구 대덕동(4128167000),2017년09월,"2,513","1,348",1.86,"1,400","1,113",1.26
경기도 고양시 덕양구 대덕동(4128167000),2017년10월,"2,514","1,356",1.85,"1,401","1,113",1.26
경기도 고양시 덕양구 대덕동(4128167000),2017년11월,"2,486","1,342",1.85,"1,388","1,098",1.26
경기도 고양시 덕양구 대덕동(4128167000),2017년12월,"2,465","1,337",1.84,"1,382","1,083",1.28
경기도 고양시 덕양구 대덕동(4128167000),2018년01월,"2,460","1,330",1.85,"1,382","1,078",1.28
경기도 고양시 덕양구 대덕동(4128167000),2018년02월,"2,448","1,325",1.85,"1,376","1,072",1.28
경기도 고양시 덕양구 대덕동(4128167000),2018년03월,"2,438","1,315",1.85,"1,366","1,072",1.27
경기도 고양시 덕양구 대덕동(4128167000),2018년04월,"2,456","1,327",1.85,"1,379","1,077",1.28
경기도 고양시 덕양구 대덕동(4128167000),2018년05월,"2,445","1,320",1.85,"1,374","1,071",1.28
경기도 고양시 덕양구 대덕동(4128167000),2018년06월,"2,433","1,320",1.84,"1,370","1,063",1.29
경기도 고양시 덕양구 대덕동(4128167000),2018년07월,"2,414","1,313",1.84,"1,356","1,058",1.28
경기도 고양시 덕양구 대덕동(4128167000),2018년08월,"2,415","1,317",1.83,"1,352","1,063",1.27
경기도 고양시 덕양구 대덕동(4128167000),2018년09월,"2,426","1,323",1.83,"1,359","1,067",1.27
경기도 고양시 덕양구 대덕동(4128167000),2018년10월,"2,414","1,323",1.82,"1,352","1,062",1.27
