포스터,행사명,개최기간,주최,분류
https://www.kintex.com/common/download.jsp?attachno=370405&seq=1,2018 글로벌 비즈니스 소싱페어,2018.08.30 ~ 2018.08.31,중소벤처기업부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,중소기업맞춤형R&D교육 8월,2018.08.30 ~ 2018.08.31,한국항공대학교 산학협력단  ,회의
https://www.kintex.com/images/img_nothing.jpg,목표상향이 중요하다,2018.08.31 ~ 2018.08.31,주식회사 에픽컴퍼니  ,회의
https://www.kintex.com/images/img_nothing.jpg,사업용차량과제 킥오프회의(KICT),2018.08.31 ~ 2018.08.31,한국건설기술연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 제 14회 GaGu 디자인 공모전,2018.08.31 ~ 2018.08.31,주식회사 가구쇼  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 한국국제가구 및 인테리어산업대전(KOFURN),2018.08.31 ~ 2018.08.31,대한가구산업협동조합연합회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 한국국제가구 및 인테리어산업대전(KOFURN),2018.08.31 ~ 2018.08.31,대한가구산업협동조합연합회  ,회의
https://www.kintex.com/images/img_nothing.jpg,월드패밀리잉글리쉬 액티비티,2018.09.02 ~ 2018.09.02,월드패밀리잉글리쉬코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 하반기 3차 치매 예방 컨퍼런스,2018.09.03 ~ 2018.09.14,국민건강보험공단 경인지역본부  ,회의
https://www.kintex.com/images/img_nothing.jpg,동아에스티 초음파 컨퍼런스,2018.09.04 ~ 2018.09.04,동아에스티(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 ASEAN DAY,2018.09.05 ~ 2018.09.05,경기도경제과학진흥원  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국전람 참가업체 설명회,2018.09.05 ~ 2018.09.05,한국전람(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,의사 대상 온라인 강의 [백병원 정신과 교수님],2018.09.05 ~ 2018.09.05,(주) 메디씨앤씨  ,회의
https://www.kintex.com/images/img_nothing.jpg,인하대학교 입시설명회,2018.09.05 ~ 2018.09.05,인하대학교  ,회의
https://www.kintex.com/common/download.jsp?attachno=370063&seq=1,2018 경기도 교통안전 박람회,2018.09.05 ~ 2018.09.06,경기도 ,전시회
https://www.kintex.com/common/download.jsp?attachno=330094&seq=1,2018 한국 중장비 부품 및 어태치먼트 전시회 (KOHES),2018.09.05 ~ 2018.09.07,전국건설기계연합회 ,전시회
https://www.kintex.com/common/download.jsp?attachno=330092&seq=1,제11회 국제자원순환산업전 (Re-Tech),2018.09.05 ~ 2018.09.07,Re-Tech 조직위원회 ,전시회
https://www.kintex.com/common/download.jsp?attachno=339839&seq=1,국제음향·영상산업전 2018,2018.09.05 ~ 2018.09.07,"㈜젠코리아, 서울전람㈜ ",전시회
https://www.kintex.com/common/download.jsp?attachno=339841&seq=1,대한민국 교회건축리모델링박람회 2018,2018.09.05 ~ 2018.09.07,"㈜젠코리아,국민일보,서울전람㈜ ",전시회
https://www.kintex.com/images/img_nothing.jpg,2018 re-tech 부대행사,2018.09.05 ~ 2018.09.07,(주)광륭  ,회의
https://www.kintex.com/images/img_nothing.jpg,고등학교 입시설명회,2018.09.06 ~ 2018.09.06,고양교육지원청  ,회의
https://www.kintex.com/images/img_nothing.jpg,대한민국 국제관광박람회 부대행사,2018.09.06 ~ 2018.09.07,주식회사 유니버설라이브  ,회의
https://www.kintex.com/common/download.jsp?attachno=330103&seq=1,대한민국 국제 관광박람회,2018.09.06 ~ 2018.09.09,대한민국 국제 관광박람회 조직위원회 ,전시회
https://www.kintex.com/images/img_nothing.jpg,고양시관광컨벤션협의회 임시이사회,2018.09.07 ~ 2018.09.07,사단법인 고양시관광컨벤션협의회  ,회의
https://www.kintex.com/common/download.jsp?attachno=340722&seq=1,한국국제전자담배박람회 2018,2018.09.07 ~ 2018.09.09,"킨텍스, 더페어스 ",전시회
https://www.kintex.com/images/img_nothing.jpg,제37주년 유엔 세계평화의 날 기념행사,2018.09.08 ~ 2018.09.08,사단법인 평화  ,회의
https://www.kintex.com/images/img_nothing.jpg,튼튼영어 마스터클럽 플러스교육,2018.09.08 ~ 2018.09.08,주식회사 튼튼영어  ,회의
https://www.kintex.com/images/img_nothing.jpg,김포한강신도시 금성백조예미지 입주나들이 컨벤션,2018.09.08 ~ 2018.09.09,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,ANF캣쇼,2018.09.09 ~ 2018.09.09,캣블라썸  ,회의
https://www.kintex.com/images/img_nothing.jpg,도로관리통합센터 세미나(KICT),2018.09.10 ~ 2018.09.10,한국건설기술연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,IE3 국내외 동향 안내 및 GTR 리뉴얼 제품 안내,2018.09.11 ~ 2018.09.11,브라더인터내셔널코리아(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,기계산업진흥회 세미나,2018.09.11 ~ 2018.09.11,한국기계산업진흥회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 자동화정밀기기전 부대행사,2018.09.11 ~ 2018.09.13,한국기계산업진흥회  ,회의
https://www.kintex.com/common/download.jsp?attachno=330468&seq=1,2018 국제자동화정밀기기전(KOFAS-Seoul 2018),2018.09.11 ~ 2018.09.14,한국기계산업진흥회 ,전시회
https://www.kintex.com/images/img_nothing.jpg,도테라 EOE 클래스,2018.09.12 ~ 2018.09.12,도테라코리아 유한회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,국방기술 사업화 교류회,2018.09.12 ~ 2018.09.12,이버드 특허법인  ,회의
https://www.kintex.com/images/img_nothing.jpg,LIG NEX1 미팅,2018.09.12 ~ 2018.09.12,엘아이지넥스원㈜  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 DX KOREA 부대행사,2018.09.12 ~ 2018.09.14,주식회사 디엑스케이  ,회의
https://www.kintex.com/common/download.jsp?attachno=330427&seq=1,2018 대한민국 방위산업전(DX KOREA),2018.09.12 ~ 2018.09.16,대한민국 육군협회 ,전시회
https://www.kintex.com/images/img_nothing.jpg,정은아 박사 무료특강  '엄마가 꼭 알아야할 우리아이 성교육',2018.09.13 ~ 2018.09.13,주식회사 보아스코퍼레이션  ,회의
https://www.kintex.com/images/img_nothing.jpg,"2019 한국기계전, 창원 국제자동화정밀기기전 참가업체 설명회",2018.09.13 ~ 2018.09.13,한국기계산업진흥회  ,회의
https://www.kintex.com/images/img_nothing.jpg,바우머코리아 신제품 사업설명회,2018.09.13 ~ 2018.09.13,바우머코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,중국기업 업무협약식,2018.09.13 ~ 2018.09.13,주식회사 그레이스온  ,회의
https://www.kintex.com/common/download.jsp?attachno=362151&seq=1,2018 킨텍스 디지털 헬스케어 페어,2018.09.13 ~ 2018.09.16,"킨텍스, 링크팩토리 ",전시회
https://www.kintex.com/images/img_nothing.jpg,광촉매를 활용한 미세먼지 저감 건설기술 국제세미나,2018.09.14 ~ 2018.09.14,한국건설기술연구원  ,회의
https://www.kintex.com/common/download.jsp?attachno=0&seq=1,제11회 청년드림 JOB 콘서트,2018.09.14 ~ 2018.09.14,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,도시재생 해커톤,2018.09.14 ~ 2018.09.15,고양도시관리공사  ,회의
https://www.kintex.com/common/download.jsp?attachno=362998&seq=1,FINE FOOD FAIR 2018,2018.09.14 ~ 2018.09.16,킨텍스 ,전시회
https://www.kintex.com/common/download.jsp?attachno=367722&seq=1,2018 매경 창업&프랜차이즈 쇼,2018.09.14 ~ 2018.09.16,"매일경제, MBN ",전시회
https://www.kintex.com/images/img_nothing.jpg,GM 차량품평회 2차,2018.09.15 ~ 2018.09.15,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,여주시 2018세종대왕문화제 세종대왕&소헌왕후 어린이선발대회 예선,2018.09.15 ~ 2018.09.15,주식회사 타임커뮤니케이션  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 피트니스스타 코리안리그 컨벤션,2018.09.15 ~ 2018.09.16,베스트바디퍼스널트레이닝스튜디오  ,회의
https://www.kintex.com/images/img_nothing.jpg,서울대 디자인학부 입시미술 모의연합시험,2018.09.16 ~ 2018.09.16,디자인다같이미술학원  ,회의
https://www.kintex.com/images/img_nothing.jpg,제6회 고양지식포럼,2018.09.18 ~ 2018.09.18,주식회사 아트플랜  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 한일산업기술 컨퍼런스,2018.09.18 ~ 2018.09.19,(재) 한일산업기술협력재단  ,회의
https://www.kintex.com/common/download.jsp?attachno=371740&seq=1,제2회 월드 스마트시티 위크(WSCW),2018.09.18 ~ 2018.09.20,"국토교통부, 과학기술정보통신부 ",전시회
https://www.kintex.com/common/download.jsp?attachno=339048&seq=1,스마트시티 서밋 아시아 2018,2018.09.18 ~ 2018.09.20,"국토교통부, 과학기술정보통신부 ",전시회
https://www.kintex.com/images/img_nothing.jpg,신한생명 고객초청행사,2018.09.19 ~ 2018.09.19,신한생명보험주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 한일산업기술 컨퍼런스,2018.09.19 ~ 2018.09.19,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,지능형 방범 연구단 전체 워크숍,2018.09.19 ~ 2018.09.19,한국건설기술연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 대한민국 미술 대전 ,2018.09.19 ~ 2018.09.25,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,교원 빨간펜 북부총괄단 채용설명회,2018.09.20 ~ 2018.09.20,㈜교원  ,회의
https://www.kintex.com/images/img_nothing.jpg,리온미술학원 실기시험,2018.09.22 ~ 2018.09.22,리온미술학원  ,회의
https://www.kintex.com/images/img_nothing.jpg,팬사인회,2018.09.23 ~ 2018.09.23,(주)미디어신나라 일산점  ,회의
https://www.kintex.com/images/img_nothing.jpg,GM 차량품평회 3차,2018.09.28 ~ 2018.09.30,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,SBS 더팬 부대행사,2018.09.28 ~ 2018.09.30,주식회사 드래곤스카이  ,회의
https://www.kintex.com/common/download.jsp?attachno=0&seq=1,2018 대한민국 미술축전 KAFA 국제아트페어,2018.09.28 ~ 2018.10.07,"(사)한국미술협회, (주)KINTEX  ",이벤트
https://www.kintex.com/images/img_nothing.jpg,미술 공청회,2018.09.29 ~ 2018.09.29,(주)유비인  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 한국에너지대전 부대행사,2018.10.01 ~ 2018.10.05,한국에너지공단  ,회의
https://www.kintex.com/images/img_nothing.jpg,하반기 4차 치매 예방 컨퍼런스,2018.10.01 ~ 2018.10.26,국민건강보험공단 경인지역본부  ,회의
https://www.kintex.com/common/download.jsp?attachno=330107&seq=1,대한민국 에너지대전,2018.10.02 ~ 2018.10.05,산업통상자원부  ,전시회
https://www.kintex.com/images/img_nothing.jpg,한국미술협회 세미나,2018.10.03 ~ 2018.10.03,(사) 한국미술협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019학년도 서울대학교 미술대학 실기시험,2018.10.03 ~ 2018.10.05,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,시티투어,2018.10.04 ~ 2018.10.04,미라클  ,회의
https://www.kintex.com/images/img_nothing.jpg,고양시관광컨벤션협의회 임시 이사회,2018.10.04 ~ 2018.10.04,사단법인 고양시관광컨벤션협의회  ,회의
https://www.kintex.com/images/img_nothing.jpg,삼송역현대썬앤빌 입주자 잔금대출상담 (우리은행/하나은행),2018.10.04 ~ 2018.10.06,주식회사 씨앤알 코리아  ,회의
https://www.kintex.com/common/download.jsp?attachno=330441&seq=1,20회 킨텍스 코베 베이비페어,2018.10.04 ~ 2018.10.07,(주)이상엠앤씨 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2018년 유진금융부문 임직원 체육대회,2018.10.06 ~ 2018.10.06,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,일산 에듀포레 푸르지오 입주자 초청행사,2018.10.06 ~ 2018.10.07,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,애터미 원데이 세미나(4분기),2018.10.06 ~ 2018.12.01,애터미 주식회사  ,회의
https://www.kintex.com/common/download.jsp?attachno=330113&seq=1,2018 호텔쇼,2018.10.10 ~ 2018.10.13,미래전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=330433&seq=1,2018 로보월드,2018.10.10 ~ 2018.10.13,산업통상자원부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,한국로봇산업진흥원 제46회 임시이사회,2018.10.11 ~ 2018.10.11,재단법인 한국로봇산업진흥원  ,회의
https://www.kintex.com/images/img_nothing.jpg,한국노면표시도장공사업협동조합 임시총회,2018.10.11 ~ 2018.10.11,한국노면표시도장공사업협동조합  ,회의
https://www.kintex.com/images/img_nothing.jpg,CATI 딜러 교육,2018.10.11 ~ 2018.10.11,콘티넨탈타이어코리아 유한회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,로봇과제 진도점검회의,2018.10.11 ~ 2018.10.11,하이젠모터(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,업무협의,2018.10.11 ~ 2018.10.11,아이케이오 톰슨 코리아 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 한국임상심리학회 가을학술대회 ,2018.10.11 ~ 2018.10.12,한국임상심리학회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 제어로봇시스템학회 학술대회,2018.10.11 ~ 2018.10.12,(사)제어로봇시스템학회  ,회의
https://www.kintex.com/images/img_nothing.jpg,인커우 자유무역구 사업설명회,2018.10.11 ~ 2018.10.12,주식회사 한류홀딩스  ,회의
https://www.kintex.com/common/download.jsp?attachno=330111&seq=1,2018 대한민국 뷰티박람회(10회),2018.10.11 ~ 2018.10.14,경기도 ,전시회
https://www.kintex.com/common/download.jsp?attachno=330115&seq=1,2018 카페&베이커리페어,2018.10.11 ~ 2018.10.14,미래전람 ,전시회
https://www.kintex.com/common/download.jsp?attachno=330500&seq=1,2018 한국골프용품전,2018.10.11 ~ 2018.10.14,에스비에스플러스 ,전시회
https://www.kintex.com/images/img_nothing.jpg,故황순택 교수님 추모모임,2018.10.12 ~ 2018.10.12,조성우  ,회의
https://www.kintex.com/images/img_nothing.jpg,'18년 지역희망 상생프로젝트 상품 품평회,2018.10.12 ~ 2018.10.24,(주)공영홈쇼핑  ,회의
https://www.kintex.com/images/img_nothing.jpg,시크릿 수도권 원데이 세미나 (4분기),2018.10.13 ~ 2018.12.02,시크릿다이렉트코리아 대전그룹 수도권세미나  ,회의
https://www.kintex.com/images/img_nothing.jpg,케어 필라테스 단체 워크숍,2018.10.14 ~ 2018.10.14,케어필라테스  ,회의
https://www.kintex.com/images/img_nothing.jpg,"내 아이, 실패없는 영어공부비법",2018.10.15 ~ 2018.10.15,주식회사 에픽컴퍼니  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018년 일자리 목표 공시제 컨설팅 컨설턴트 간담회,2018.10.15 ~ 2018.10.15,(사단)경기경영자총협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,프랜차이즈 교육 3차 세미나,2018.10.16 ~ 2018.10.16,weneed수학  ,회의
https://www.kintex.com/images/img_nothing.jpg,스페셜맘 이인숙소장특강,2018.10.16 ~ 2018.10.16,마루교육센터  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018년 세법개정안에 따른 고수익기업 ceo의 공격적 절세전략,2018.10.16 ~ 2018.10.16,한정훈  ,회의
https://www.kintex.com/images/img_nothing.jpg,신한생명 일산지점 고객초청행사,2018.10.16 ~ 2018.10.16,신한생명보험주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,동아에스티 세미나,2018.10.16 ~ 2018.10.16,동아에스티(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,봄금융서비스 학부모대상 강연회,2018.10.17 ~ 2018.10.17,주식회사 봄금융서비스  ,회의
https://www.kintex.com/images/img_nothing.jpg,언어천재 조승연강사 특별 세미나,2018.10.17 ~ 2018.10.17,(주) 웅진씽크빅  ,회의
https://www.kintex.com/common/download.jsp?attachno=382824&seq=1,2018 교육대전,2018.10.18 ~ 2018.10.20,"한국초중고등학교교장총연합회, 사단법인 한국초등교장협의회 ",전시회
https://www.kintex.com/images/img_nothing.jpg,중소기업CEO 세무세미나,2018.10.19 ~ 2018.10.19,피플라이프 주식회사  ,회의
https://www.kintex.com/common/download.jsp?attachno=381889&seq=1,2018 중·장기복무 제대군인 일자리 박람회,2018.10.19 ~ 2018.10.19,"국가보훈처, KB국민은행 ",전시회
https://www.kintex.com/common/download.jsp?attachno=330109&seq=1,2018 오토위크,2018.10.19 ~ 2018.10.21,국토교통부 / 오토모티브위크 조직위원회 ,전시회
https://www.kintex.com/common/download.jsp?attachno=367767&seq=1,2018 경기환경전 & 에코 비히클쇼,2018.10.19 ~ 2018.10.21,경기도 ,전시회
https://www.kintex.com/common/download.jsp?attachno=367786&seq=1,2018 오토위크(자동차 업계 종사자),2018.10.19 ~ 2018.10.21,국토교통부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,2018 Korea Yoga Conference,2018.10.19 ~ 2018.10.21,코리아요가컨퍼런스  ,회의
https://www.kintex.com/images/img_nothing.jpg,삼양사 공채 인적성 컨벤션 ,2018.10.20 ~ 2018.10.20,(주)삼양사  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 웅진씽크빅 전략 컨벤션 ,2018.10.20 ~ 2018.10.20,(주) 웅진씽크빅  ,회의
https://www.kintex.com/images/img_nothing.jpg,울트라브이 한류드림팝업,2018.10.20 ~ 2018.10.20,주식회사 울트라브이  ,회의
https://www.kintex.com/images/img_nothing.jpg,19학년도 청강문화산업대학교 미술대학 실기시험,2018.10.20 ~ 2018.10.20,  ,이벤트
https://www.kintex.com/common/download.jsp?attachno=378011&seq=1,159회 서울 코믹월드 ,2018.10.20 ~ 2018.10.21,에스이테크노 ㈜  ,이벤트
https://www.kintex.com/common/download.jsp?attachno=376969&seq=1,18회 서울디저트페어 [할로윈&세계푸드전],2018.10.20 ~ 2018.10.21,㈜북팔코믹스  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,일산 힐스테이트 총회,2018.10.21 ~ 2018.10.21,주식회사 풀하우스전람  ,회의
https://www.kintex.com/images/img_nothing.jpg,'엄마 생존법' 김지윤 소장 무료 특강,2018.10.22 ~ 2018.10.22,주식회사 보아스코퍼레이션  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018년 수문조사 종사자 교육(중급),2018.10.22 ~ 2018.10.26,재단법인 한국수자원조사기술원  ,회의
https://www.kintex.com/images/img_nothing.jpg,의사 대상 온라인 강의,2018.10.23 ~ 2018.10.23,(주) 메디씨앤씨  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 글로벌소재테크페어 교류회,2018.10.23 ~ 2018.10.23,코어커뮤니케이션  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 글로벌소재테크페어 VIP대기실,2018.10.23 ~ 2018.10.23,코어커뮤니케이션  ,회의
https://www.kintex.com/images/img_nothing.jpg,The 13th AFECA Annual General Meeting,2018.10.23 ~ 2018.10.24,(주)킨텍스  ,회의
https://www.kintex.com/common/download.jsp?attachno=361930&seq=1,2018 소재부품뿌리산업주간,2018.10.23 ~ 2018.10.25,산업통상자원부 ,전시회
https://www.kintex.com/images/img_nothing.jpg,경기도 청년 해외 역직구 창업지원사업 실적점검 및 리뷰,2018.10.24 ~ 2018.10.24,경기도경제과학진흥원  ,회의
https://www.kintex.com/images/img_nothing.jpg,18 LG전자 한국영업본부 연말워크샵,2018.10.24 ~ 2018.10.24,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,창업 사업화 자금 지원사업에 참여중인 참가자 대상 강연,2018.10.24 ~ 2018.10.25,경기도경제과학진흥원  ,회의
https://www.kintex.com/common/download.jsp?attachno=374278&seq=1,2018 진로직업체험박람회,2018.10.24 ~ 2018.10.26,"한국전문대학교육협의회, 경기도교육청 ",전시회
https://www.kintex.com/common/download.jsp?attachno=330470&seq=1,2018 대한민국우수상품전(G-Fair Korea),2018.10.24 ~ 2018.10.27,"경기도, 전국중소기업지원센터협의회 ",전시회
https://www.kintex.com/images/img_nothing.jpg,2018 G-Fair 부대행사,2018.10.24 ~ 2018.10.27,경기도경제과학진흥원  ,회의
https://www.kintex.com/images/img_nothing.jpg,이업종 교류 융합 세미나 제5차 교류회 및 섬유테크노파크 조성사업 입주기업 사업설명회,2018.10.25 ~ 2018.10.25,(재)경기대진테크노파크  ,회의
https://www.kintex.com/images/img_nothing.jpg,중소기업 맞춤형 R&D교육 10월,2018.10.25 ~ 2018.10.26,한국항공대학교 산학협력단  ,회의
https://www.kintex.com/images/img_nothing.jpg,경기도평생교육진흥원 평생교육관계자 역량강화교육-표현의 힘,2018.10.26 ~ 2018.10.26,(사)한국능률협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,SBS 더팬 세미나,2018.10.26 ~ 2018.10.27,주식회사 드래곤스카이  ,회의
https://www.kintex.com/images/img_nothing.jpg,일산 시티 프라디움 아파트 공동구매 입주자 초청 설명회,2018.10.27 ~ 2018.10.28,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,아이니웨딩 & 혼수박람회,2018.10.27 ~ 2018.10.28,  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,HALO SUPER CHAMPIONSHIP CFA CAT SHOW,2018.10.28 ~ 2018.10.28,캣 팬시어스 오브 코리아(CFOK)  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 피닉스다트 클럽 챔피언십 대한민국 최강자전,2018.10.28 ~ 2018.10.28,(주)홍인터내셔날  ,회의
https://www.kintex.com/images/img_nothing.jpg,사립유치원 공공성 강화를 위한 대토론회,2018.10.30 ~ 2018.10.30,사단법인한국유치원총연합회  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 공구 수출상담회,2018.10.30 ~ 2018.10.31,경원인터내셔널  ,회의
https://www.kintex.com/common/download.jsp?attachno=330450&seq=1,2018 서울국제공구전,2018.10.30 ~ 2018.11.02,한국공구공업협동조합 ,전시회
https://www.kintex.com/common/download.jsp?attachno=330451&seq=1,금속산업대전 2018,2018.10.30 ~ 2018.11.02,한국전람(주) ,전시회
https://www.kintex.com/images/img_nothing.jpg,해수부 융복합과제 중간점검 회의,2018.10.31 ~ 2018.10.31,(주)신금하  ,회의
https://www.kintex.com/images/img_nothing.jpg,에즈금융서비스 백호지점 진급식,2018.10.31 ~ 2018.10.31,(주)에즈금융서비스  ,회의
https://www.kintex.com/images/img_nothing.jpg,난삭재가공을위한절삭가공공정기술과공구기술 세미나,2018.10.31 ~ 2018.10.31,(재) 대구기계부품연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 금속산업대전 부대행사,2018.10.31 ~ 2018.11.01,한국전람(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,제5회 국제철강 및 비철금속산업전 부대행사,2018.10.31 ~ 2018.11.01,(주)더페어스  ,회의
https://www.kintex.com/common/download.jsp?attachno=329967&seq=1,2018 국제철강 및 비철금속산업전,2018.10.31 ~ 2018.11.02,"한국경제신문, S&M미디어, 신화망 더페어스 ",전시회
https://www.kintex.com/common/download.jsp?attachno=330453&seq=1,디자인코리아 2018,2018.10.31 ~ 2018.11.04,산업통상자원부  ,전시회
https://www.kintex.com/images/img_nothing.jpg,수입축산물이력관리제도 영업자 대상 권역별 교육,2018.11.01 ~ 2018.11.01,농림축산검역본부  ,회의
https://www.kintex.com/images/img_nothing.jpg,첨단절삭공구산업 직무 및 기업설명회,2018.11.01 ~ 2018.11.01,(재) 대구기계부품연구원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 서울국제공구전 부대행사,2018.11.01 ~ 2018.11.01,한국공구공업협동조합  ,회의
https://www.kintex.com/common/download.jsp?attachno=330473&seq=1,제2회 국제주방 및 욕실박람회 ,2018.11.01 ~ 2018.11.04,"TV조선, 더페어스 ",전시회
https://www.kintex.com/images/img_nothing.jpg,푸른하늘 지킴이 발표대회,2018.11.02 ~ 2018.11.02,환경보전협회  ,회의
https://www.kintex.com/images/img_nothing.jpg,지역 신문 컨퍼런스,2018.11.02 ~ 2018.11.02,문화기획상상(주)  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 병원수술간호사학회 학술대회,2018.11.02 ~ 2018.11.03,병원수술간호사회  ,회의
https://www.kintex.com/common/download.jsp?attachno=371261&seq=1,Korea International Culture and Education (K-ICE),2018.11.02 ~ 2018.11.05, International Global Network(IGN)  ,회의
https://www.kintex.com/images/img_nothing.jpg,Anime X Game Festival 부대행사,2018.11.03 ~ 2018.11.03,주식회사 애니플러스  ,회의
https://www.kintex.com/common/download.jsp?attachno=377275&seq=1,애니메 X 게임 페스티벌 2018,2018.11.03 ~ 2018.11.04,"애니플러스, 소니뮤직엔터테인먼트 재팬  ",이벤트
https://www.kintex.com/images/img_nothing.jpg,MCGI SOUTH KOREA THANKSGIVING,2018.11.03 ~ 2018.11.04,링얖 가바얀(LINGAP KABAYAN)  ,회의
https://www.kintex.com/common/download.jsp?attachno=383019&seq=1,김건모 25주년 전국투어 - 고양,2018.11.04 ~ 2018.11.04,플레이먼트  ,이벤트
https://www.kintex.com/images/img_nothing.jpg,한국동물재활학회 컨퍼런스,2018.11.04 ~ 2018.11.04,한국동물재활학회  ,회의
https://www.kintex.com/images/img_nothing.jpg,영업용 화물차 운전자 협동조합 설립 공청회,2018.11.04 ~ 2018.11.04,김정중  ,"<td>
271

						</td>"
https://www.kintex.com/images/img_nothing.jpg,2018 한국예탁결제원 면접,2018.11.05 ~ 2018.11.06,인크루트 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,제26회 고객중심 경영혁신 컨퍼런스,2018.11.06 ~ 2018.11.06,한국능률협회컨설팅  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019학년 겨울방학 공통 마케팅 방안 설명회,2018.11.06 ~ 2018.11.06,이엠교육 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019년도 고양시 시민참여예산 한마당,2018.11.06 ~ 2018.11.06,고양시청  ,회의
https://www.kintex.com/images/img_nothing.jpg,2019학년 겨울방학 공통 마케팅 방안 설명회,2018.11.06 ~ 2018.11.06,이엠교육 주식회사  ,회의
https://www.kintex.com/images/img_nothing.jpg,태국 유니리버 기업 컨벤션,2018.11.07 ~ 2018.11.07,(주)한태교류센터케이티씨씨  ,회의
https://www.kintex.com/images/img_nothing.jpg,경기도치과의사회 2018년 2차 보수교육,2018.11.07 ~ 2018.11.07,대한치과의사협회 경기지부  ,회의
https://www.kintex.com/images/img_nothing.jpg,경기북부 재도전 기업 세미나 및 전문가 초청 상담회,2018.11.07 ~ 2018.11.07,중진공경기북부지부  ,회의
https://www.kintex.com/images/img_nothing.jpg,수출 스타트업을 위한 핵심 사례 기반 무역 실무 설명회,2018.11.08 ~ 2018.11.08,경기북서부FTA활용센터  ,회의
https://www.kintex.com/images/img_nothing.jpg,시티투어,2018.11.08 ~ 2018.11.08,미라클  ,회의
https://www.kintex.com/images/img_nothing.jpg,제12회 학생포트폴리오경진대회 시상식,2018.11.08 ~ 2018.11.08,(사)한국공학교육인증원  ,회의
https://www.kintex.com/images/img_nothing.jpg,2018 공학교육페스티벌 부대행사,2018.11.08 ~ 2018.11.08,한국산업기술진흥원  ,회의
https://www.kintex.com/common/download.jsp?attachno=386994&seq=1,2018 공학교육페스티벌,2018.11.08 ~ 2018.11.09,산업통상자원부 ,전시회
https://www.kintex.com/common/download.jsp?attachno=330429&seq=1,2018 시니어 리빙&복지 박람회(SENDEX 2018),2018.11.08 ~ 2018.11.10,주식회사 킨텍스 ,전시회
